title;description;status;year;jurisdiction;source;datePromulgated;yearEnded;learnMore;learnMoreLanguage;dateModified;countries;states;technologies;tags;policyType
Revised/Updated NDC of European Union;The EU and its Member States jointly aim at reducing their GHG emissions by at least 55% below 1990 levels by 2030.;Ended;2021;International;International Energy Agency;18-12-2020;2030;;https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf;1,7092E+12;"[{""iso3"":""EUR"",""name"":""European Union""},{""iso3"":""HUN"",""name"":""Hungary""},{""iso3"":""IRL"",""name"":""Ireland""},{""iso3"":""ITA"",""name"":""Italy""},{""iso3"":""LUX"",""name"":""Luxembourg""},{""iso3"":""AUT"",""name"":""Austria""},{""iso3"":""NLD"",""name"":""Netherlands""},{""iso3"":""POL"",""name"":""Poland""},{""iso3"":""PRT"",""name"":""Portugal""},{""iso3"":""SVK"",""name"":""Slovak Republic""},{""iso3"":""ESP"",""name"":""Spain""},{""iso3"":""BEL"",""name"":""Belgium""},{""iso3"":""SWE"",""name"":""Sweden""},{""iso3"":""LVA"",""name"":""Latvia""},{""iso3"":""LTU"",""name"":""Lithuania""},{""iso3"":""MLT"",""name"":""Malta""},{""iso3"":""ROU"",""name"":""Romania""},{""iso3"":""SVN"",""name"":""Slovenia""},{""iso3"":""BGR"",""name"":""Bulgaria""},{""iso3"":""HRV"",""name"":""Croatia""},{""iso3"":""CYP"",""name"":""Cyprus""},{""iso3"":""CZE"",""name"":""Czech Republic""},{""iso3"":""DNK"",""name"":""Denmark""},{""iso3"":""EST"",""name"":""Estonia""},{""iso3"":""FIN"",""name"":""Finland""},{""iso3"":""FRA"",""name"":""France""},{""iso3"":""DEU"",""name"":""Germany""},{""iso3"":""GRC"",""name"":""Greece""}]";[];[];[];"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Nationally Determined Contributions"",""category"":null}]"
Second Revised/Updated NDC of European Union;The EU and its Member States jointly aim at reducing their GHG emissions by at least 55% below 1990 levels by 2030.;In force;2021;International;International Energy Agency;19-10-2023;2030;;https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf;1,77089E+12;"[{""iso3"":""EUR"",""name"":""European Union""},{""iso3"":""HUN"",""name"":""Hungary""},{""iso3"":""IRL"",""name"":""Ireland""},{""iso3"":""ITA"",""name"":""Italy""},{""iso3"":""LUX"",""name"":""Luxembourg""},{""iso3"":""AUT"",""name"":""Austria""},{""iso3"":""NLD"",""name"":""Netherlands""},{""iso3"":""POL"",""name"":""Poland""},{""iso3"":""PRT"",""name"":""Portugal""},{""iso3"":""SVK"",""name"":""Slovak Republic""},{""iso3"":""ESP"",""name"":""Spain""},{""iso3"":""BEL"",""name"":""Belgium""},{""iso3"":""SWE"",""name"":""Sweden""},{""iso3"":""LVA"",""name"":""Latvia""},{""iso3"":""LTU"",""name"":""Lithuania""},{""iso3"":""MLT"",""name"":""Malta""},{""iso3"":""ROU"",""name"":""Romania""},{""iso3"":""SVN"",""name"":""Slovenia""},{""iso3"":""BGR"",""name"":""Bulgaria""},{""iso3"":""HRV"",""name"":""Croatia""},{""iso3"":""CYP"",""name"":""Cyprus""},{""iso3"":""CZE"",""name"":""Czech Republic""},{""iso3"":""DNK"",""name"":""Denmark""},{""iso3"":""EST"",""name"":""Estonia""},{""iso3"":""FIN"",""name"":""Finland""},{""iso3"":""FRA"",""name"":""France""},{""iso3"":""DEU"",""name"":""Germany""},{""iso3"":""GRC"",""name"":""Greece""}]";[];[];[];"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Nationally Determined Contributions"",""category"":null}]"
Law n∫ 98/2021, of 31st December;<div>Through article 45 of this law, the granting of new concessions for exploration and exploitation of fossil fuels is prohibited throughout the national territory of Portugal.</div>;In force;2021;National;International Energy Agency;2021-11-05;;https://files.dre.pt/1s/2021/12/25300/0000500032.pdf;;1,75257E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];[];"[{""topic"":""Fuels"",""family"":""Prescriptive"",""name"":""Oil and gas exploration ban"",""category"":null}]"
Commission Regulation (EU) 2019/1781 on ecodesign requirements for electric motors - IE4;<div>The EU sets in this regulation minimum energy performance standards for low voltage electric motors.† It extends the scope of energy efficient motors from 0.12 kW up to 1000 kW and sets energy efficiency requirements for the variable speed drives (VSD).<br>From July 2023 onwards, new industrial motors must be of class IE4 or above.†</div>;In force;2023;National;International Energy Agency;2019-10-01;;https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02019R1781-20230124;;1,75758E+12;"[{""iso3"":""EUR"",""name"":""European Union""},{""iso3"":""HUN"",""name"":""Hungary""},{""iso3"":""IRL"",""name"":""Ireland""},{""iso3"":""ITA"",""name"":""Italy""},{""iso3"":""LUX"",""name"":""Luxembourg""},{""iso3"":""AUT"",""name"":""Austria""},{""iso3"":""NLD"",""name"":""Netherlands""},{""iso3"":""POL"",""name"":""Poland""},{""iso3"":""PRT"",""name"":""Portugal""},{""iso3"":""SVK"",""name"":""Slovak Republic""},{""iso3"":""ESP"",""name"":""Spain""},{""iso3"":""BEL"",""name"":""Belgium""},{""iso3"":""SWE"",""name"":""Sweden""},{""iso3"":""LVA"",""name"":""Latvia""},{""iso3"":""LTU"",""name"":""Lithuania""},{""iso3"":""MLT"",""name"":""Malta""},{""iso3"":""ROU"",""name"":""Romania""},{""iso3"":""SVN"",""name"":""Slovenia""},{""iso3"":""BGR"",""name"":""Bulgaria""},{""iso3"":""HRV"",""name"":""Croatia""},{""iso3"":""CYP"",""name"":""Cyprus""},{""iso3"":""CZE"",""name"":""Czech Republic""},{""iso3"":""DNK"",""name"":""Denmark""},{""iso3"":""ISL"",""name"":""Iceland""},{""iso3"":""NOR"",""name"":""Norway""},{""iso3"":""LIE"",""name"":""Liechtenstein""},{""iso3"":""EST"",""name"":""Estonia""},{""iso3"":""FIN"",""name"":""Finland""},{""iso3"":""FRA"",""name"":""France""},{""iso3"":""DEU"",""name"":""Germany""},{""iso3"":""GRC"",""name"":""Greece""}]";[];"[""Road vehicles""]";[];"[{""topic"":""Industry"",""family"":""Performance-based"",""name"":""Minimum Energy Performance Standards (MEPS)"",""category"":""Industrial motors""}]"
Law No. 82-D/2014 - Green Tax Reform;<div>The Portugal carbon tax is an excise tax under the special taxes on consumption (Codigo dos Impostos Especiais de Consumo). The tax rate is determined annually based on the average EU ETS allowance in the preceding year. For EU ETS-covered coal generators their carbon tax rate is based 50% of the difference between the full carbon tax rate and a target carbon price of EUR25/tCO2. The tax was introduced as part of wider package of green tax reforms and serves as a complementary policy measure to the EU ETS. Portugal also levies a flat EUR2/ticket carbon charge on air and sea travel (Taxa de carbono sobre viagens aÈreas).<br><br><strong>Source:</strong> World Bank Carbon Pricing Dashboard</div>;In force;2015;National;International Energy Agency;2014-12-31;;https://diariodarepublica.pt/dr/detalhe/lei/82-d-2014-66022084;;1,71145E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];[];"[{""topic"":""Buildings"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Transport"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Power"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Industry"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""}]"
RRP - Portugal's REPowerEU chapter;<div>Portugals REPowerEU chapter contains several policies, investments, and reforms to accelerate the green transition in the country and decrease the reliance on fossil fuels. In total, REPowerEU entails six reforms and 16 investments, from energy efficiency incentives, sustainable transport, renewable energies and gases, as well as measures to improve the country's electricity grid. REPowerEU total investment amounts to EUR 855 million in costs.†</div>;In force;2024;National;International Energy Agency;2024-01-01;;https://commission.europa.eu/business-economy-euro/economic-recovery/recovery-and-resilience-facility/country-pages/portugals-recovery-and-resilience-plan_en#:~:text=The%20REPowerEU%20chapter%20includes%20a,for%20its%20eradication%20in%20Portugal.;;1,71728E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];[];"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
National Energy Poverty Observatory;<div>Portugal's National Energy Poverty Observatory aims to monitor and support through targeted policies households in need. Households will also benefit from the services of Citizen Energy Spaces, which will help them implement energy efficiency interventions.†</div>;In force;2024;National;International Energy Agency;2024-01-01;;https://commission.europa.eu/business-economy-euro/economic-recovery/recovery-and-resilience-facility/country-pages/portugals-recovery-and-resilience-plan_en#:~:text=The%20REPowerEU%20chapter%20includes%20a,for%20its%20eradication%20in%20Portugal.;;1,71746E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Government Energy Spending""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
 Renewable energy regulatory simplification;<div>Portugal's Renewable energy regulatory simplification framework seeks to encourage the promotion of renewable hydrogen as well as the adoption a set of actions which will help the take-up of biomethane and renewable hydrogen in the country.†</div>;In force;2024;National;International Energy Agency;2024-01-01;;https://commission.europa.eu/business-economy-euro/economic-recovery/recovery-and-resilience-facility/country-pages/portugals-recovery-and-resilience-plan_en#:~:text=The%20REPowerEU%20chapter%20includes%20a,for%20its%20eradication%20in%20Portugal.;;1,71698E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Government Energy Spending""]";"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
Portugal's REPowerEU chapter - Green Skills (Reform);<div>Portugal's Green Skills reform aims to develop a long-term training offer, contributing to the provision and acquisition of skills and competences needed for the green transition in the country.†</div>;In force;2024;National;International Energy Agency;2024-01-01;;https://commission.europa.eu/business-economy-euro/economic-recovery/recovery-and-resilience-facility/country-pages/portugals-recovery-and-resilience-plan_en#:~:text=The%20REPowerEU%20chapter%20includes%20a,for%20its%20eradication%20in%20Portugal.;;1,71698E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Government Energy Spending""]";"[{""topic"":""Just and Inclusive Energy Transitions"",""family"":""General legal framework"",""name"":""Decent jobs"",""category"":null},{""topic"":""Just and Inclusive Energy Transitions"",""family"":""General legal framework"",""name"":""Universal energy access"",""category"":null},{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
Renewable energy investments;<div>The Government of Portugal is investing in renewable energy which includes key areas such as incentives for the purchase and installation of renewable energy storage systems in the Azores, Madeira, and Porto Santo, technical studies for offshore energy potential, as well as network flexibility and storage.</div>;In force;2024;National;International Energy Agency;2024-01-01;;https://commission.europa.eu/business-economy-euro/economic-recovery/recovery-and-resilience-facility/country-pages/portugals-recovery-and-resilience-plan_en#:~:text=The%20REPowerEU%20chapter%20includes%20a,for%20its%20eradication%20in%20Portugal.;;1,72061E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Wind offshore"",""Solar PV""]";"[""Government Energy Spending""]";"[{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""}]"
Energy efficiency investments;<div>The Government of Portugal aims to invest in measures related to enhancing the energy efficiency in residential buildings by increasing the number of renovated residential buildings and the production of renewable energy for self-consumption.†</div>;In force;2024;National;International Energy Agency;2024-01-01;;https://commission.europa.eu/business-economy-euro/economic-recovery/recovery-and-resilience-facility/country-pages/portugals-recovery-and-resilience-plan_en#:~:text=The%20REPowerEU%20chapter%20includes%20a,for%20its%20eradication%20in%20Portugal.;;1,7174E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Building envelope technologies"",""Draught sealing"",""High efficiency windows"",""Insulation""]";"[""Government Energy Spending""]";"[{""topic"":""Buildings"",""family"":""Economic"",""name"":""Energy-efficient buildings spending programmes"",""category"":""New buildings""}]"
Decree-Law 101-D/2020 - Energy Certification Scheme for Buildings;<div>The decree establishes the requirements applicable to buildings for the improvement of their energy performance and regulates the Energy Certification System for Buildings.</div>;In force;2020;National;International Energy Agency;2020-12-07;;https://www.dgeg.gov.pt/en/vertical-areas/energy/energy-efficiency/sce-energy-certification-system-for-buildings/sce-energy-certification-system-for-buildings/#:~:text=Decree%2DLaw%20No.,System%20for%20Buildings%20(SCE).;;1,74341E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];[];"[{""topic"":""Buildings"",""family"":""Prescriptive"",""name"":""Building energy codes for new buildings"",""category"":""New buildings""}]"
