Unit of measure;airpol;Air pollutants and greenhouse gases;src_crf;Source sectors for greenhouse gas emissions (Common reporting format, UNFCCC);TIME_PERIOD;Time;OBS_VALUE
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2012;;10471.72
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2013;;10262.94
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2014;;10150.2
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2015;;9993.64
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2016;;10034.52
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2017;;10111.9
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2018;;10182.88
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2019;;10260.07
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2020;;10156.37
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2021;;10243.87
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2022;;10243.43
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2023;;10058.36
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2004;;11961.2
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2005;;12200.9
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2006;;11649.14
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2007;;11418.39
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2008;;11186.06
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2009;;11169.24
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2010;;11016
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2011;;10850.92
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2012;;10641.39
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2013;;10475.32
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2014;;10171.39
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2015;;10067.89
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2016;;10260.84
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2017;;10913.12
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2018;;10227.31
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2019;;10307.94
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2020;;10235.29
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2021;;10274.94
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2022;;10391.48
Thousand tonnes;CH4_CO2E;Methane (CO2 equivalent);TOTXMEMO;Total (excluding memo items);2023;;10105.12
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2004;;60358.37
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2005;;62767.82
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2006;;58424.47
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2007;;55361.51
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2008;;53400.94
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2009;;52307.25
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2010;;47787.45
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2011;;47209.55
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2012;;45764.73
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2013;;43648.14
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2014;;43078.92
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2015;;47431.71
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2016;;46198.1
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2017;;50824.65
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2018;;47455.5
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2019;;43495.17
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2020;;37662.31
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2021;;36401.13
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2022;;36890.61
Thousand tonnes;CO2;Carbon dioxide;CRF1;Energy;2023;;34405.9
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2004;;59875.95
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2005;;62204.59
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2006;;57888.9
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2007;;54807.52
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2008;;52896.96
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2009;;51838.32
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2010;;47221.76
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2011;;46686.73
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2012;;45157.67
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2013;;42464.53
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2014;;42063.28
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2015;;46292.38
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2016;;45132.36
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2017;;49680.5
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2018;;46407.66
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2019;;42361.94
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2020;;36649.54
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2021;;35456.31
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2022;;35715.98
Thousand tonnes;CO2;Carbon dioxide;CRF1A;Fuel combustion - sectoral approach;2023;;33382.35
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2004;;22330.82
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2005;;25338.09
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2006;;22370.08
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2007;;19725.99
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2008;;19124.21
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2009;;19268.9
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2010;;14382.23
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2011;;16354.82
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2012;;17323.85
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2013;;15117.01
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2014;;14439.37
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2015;;18238.32
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2016;;17290.22
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2017;;21128.57
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2018;;17721.13
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2019;;12918.64
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2020;;10267.31
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2021;;8203.95
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2022;;8251.5
Thousand tonnes;CO2;Carbon dioxide;CRF1A1;Fuel combustion in energy industries;2023;;5765.35
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2004;;67516.82
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2005;;69843.77
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2006;;65059.4
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2007;;62587.93
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2008;;60196.4
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2009;;57318.72
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2010;;53075.75
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2011;;51959
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2012;;50113.07
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2013;;48311.64
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2014;;48099.86
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2015;;52394.08
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2016;;50464.79
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2017;;55324.94
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2018;;51481.24
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2019;;47746.76
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2020;;41878.38
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2021;;40484.36
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2022;;40850.21
Thousand tonnes;CO2;Carbon dioxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2023;;37747.64
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2004;;65206.61
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2005;;73378.08
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2006;;62531.91
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2007;;59762.23
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2008;;53873.67
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2009;;52263.91
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2010;;49476.12
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2011;;48482.35
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2012;;47329.42
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2013;;46714.57
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2014;;43998.51
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2015;;49489.89
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2016;;49669.96
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2017;;69179.65
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2018;;47277.67
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2019;;44226.53
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2020;;38087.83
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2021;;37646.26
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2022;;40081.6
Thousand tonnes;CO2;Carbon dioxide;TOTXMEMO;Total (excluding memo items);2023;;35505.54
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2004;;61525.41
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2005;;63913.27
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2006;;59525.46
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2007;;56432.45
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2008;;54455.89
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2009;;53309.11
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2010;;48759.07
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2011;;48162.71
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2012;;46677.89
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2013;;44533.27
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2014;;43959.57
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2015;;48351.14
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2016;;47113.44
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2017;;51787.23
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2018;;48393.83
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2019;;44420.87
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2020;;38553.37
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2021;;37313.25
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2022;;37826.5
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1;Energy;2023;;35307.05
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2004;;60974.29
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2005;;63281.82
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2006;;58920.3
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2007;;55806.36
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2008;;53876.41
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2009;;52765.9
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2010;;48114.64
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2011;;47562.88
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2012;;45992.87
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2013;;43271.89
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2014;;42869.38
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2015;;47133.21
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2016;;45970.13
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2017;;50562.26
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2018;;47264.49
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2019;;43206.54
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2020;;37461.89
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2021;;36288.47
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2022;;36573.93
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A;Fuel combustion - sectoral approach;2023;;34207.98
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2004;;22480.86
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2005;;25502.91
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2006;;22523.37
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2007;;19868.41
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2008;;19276.65
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2009;;19425.96
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2010;;14520.59
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2011;;16502.29
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2012;;17457.37
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2013;;15225.15
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2014;;14541.73
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2015;;18372.75
